Codigo,Nombre_base,CodigoEstado_base,CodigoProveedorConsultado,FechaConsulta,Nombre_detalle,CodigoEstado_detalle,Estado,CodigoLicitacion,Descripcion,CodigoTipo,Tipo,TipoMoneda,CodigoEstadoProveedor,EstadoProveedor,TieneItems,PromedioCalificacion,CantidadEvaluacion,Descuentos,Cargos,TotalNeto,PorcentajeIva,Impuestos,Total,Financiamiento,Pais,TipoDespacho,FormaPago,Fechas.FechaCreacion,Fechas.FechaEnvio,Fechas.FechaAceptacion,Fechas.FechaCancelacion,Fechas.FechaUltimaModificacion,Comprador.CodigoOrganismo,Comprador.NombreOrganismo,Comprador.RutUnidad,Comprador.CodigoUnidad,Comprador.NombreUnidad,Comprador.Actividad,Comprador.DireccionUnidad,Comprador.ComunaUnidad,Comprador.RegionUnidad,Comprador.Pais,Comprador.NombreContacto,Comprador.CargoContacto,Comprador.FonoContacto,Comprador.MailContacto,Proveedor.Codigo,Proveedor.Nombre,Proveedor.Actividad,Proveedor.CodigoSucursal,Proveedor.NombreSucursal,Proveedor.RutSucursal,Proveedor.Direccion,Proveedor.Comuna,Proveedor.Region,Proveedor.Pais,Proveedor.NombreContacto,Proveedor.CargoContacto,Proveedor.FonoContacto,Proveedor.MailContacto,Items.Cantidad,Items.Listado,CategoriaProducto,FechaProcesamiento,Tipo_base,Estado_base,CodigoOrganismoPublico_base,NombreOrganismoPublico_base,FechaCreacion,FechaCierre,Tipo_detalle,Estado_detalle,NombreProductoGenerico,EspecificacionComprador,EspecificacionProveedor,CodigoOrganismoPublico_detalle,NombreOrganismoPublico_detalle,Monto,CodigoOrganismoPublico,NombreOrganismoPublico
1070329-81-CM26,PAI - SOL EXTRA N°90 TARJETA DE ALIMENTACION- RECARGA DE ALIMENTACION MARZO 2026,12,27693,2026-04-15,PAI - SOL EXTRA N°90 TARJETA DE ALIMENTACION- RECARGA DE ALIMENTACION MARZO 2026,12,Recepción Conforme,,Orden de Compra codigo: 1070329-81-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,7,Recepción Conforme,1,4.767676767676767,99,597124.0,0.0,11942479.0,19.0,2155617.0,13500973.0,,CL,12,2,2026-03-27T13:33:01.16,2026-03-27T13:55:44.917,2026-03-27T15:13:22.217,,2026-03-27T13:54:00,1443597,CESFAM LIRQUEN,61.980.370-1,1070329,BIENES Y SERVICIOS,ESTABLECIMIENTO DE SALUD,RUTA 150 S/N,Penco,Región del Biobío ,CL,Paulina Antipil Ibañez,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 11942479.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 11942479.0}]",ALIMENTACION,2026-04-15T14:34:40.719671,,,,,,,,,,,,,,,,
1422825-444-TD26,Orden de Compra generada por Trato Directo ID 1422825-4-FTD26,12,27693,2026-04-15,Orden de Compra generada por Trato Directo ID 1422825-4-FTD26,12,Recepción Conforme,,Servicio de recarga de tarjetas de alimentación,16,TD,CLP,7,Recepción Conforme,1,4.767676767676767,99,0.0,0.0,428571428.0,19.0,81428571.0,510000000.0,,Other,12,2,2026-02-13T13:28:40,2026-02-13T15:22:40.707,2026-02-16T09:48:41.69,,2026-02-13T15:19:00,1468521,SERVICIO NACIONAL DE SALUD HOSPITAL CARLOS VAN BUREN,61.602.054-4,1422825,Operaciones,Compra de Bienes y Servicios de Operaciones,,Valparaíso,Región de Valparaíso ,Other,Ricardo Calderon Perez,Ejecutivo de Compras,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,"Avenida Andres Bello # 2687, piso 13.",María Elena,Región Metropolitana de Santiago,Other,YASMIN GUERRA,ADMINISTRATIVA MERCADO PUBLICO,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 93131600, 'Categoria': 'Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública / Ayuda y asistencia humanitaria / Política, planificación y programas de alimentación y nutrición', 'CodigoProducto': 93131608, 'Producto': 'Servicios de suministro de alimentos', 'EspecificacionComprador': 'Servicio de recarga de tarjetas de alimentación por 3 meses\r\n[50010053]', 'EspecificacionProveedor': 'Servicio de recarga de tarjetas de alimentación por 3 meses', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 428571428.5, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 0.0}]",ALIMENTACION,2026-04-15T16:24:16.424047,,,,,,,,,,,,,,,,
1175-295-SE26,"CDP. N* 849.24, TARJETAS ALIMENTACION FUNCIONARIOS",6,27693,2026-04-15,"CDP. N* 849.24, TARJETAS ALIMENTACION FUNCIONARIOS",6,Aceptada,1175-209-LR24,"LIC. 171.24 SUM. DSSAS DESDE 1175-209-LR24
MES MARZO 2026.-
CDP. 849/24, 
FOLIO 3, ITEM 22.01.001.002",8,SE,CLP,4,Aceptada,1,4.767676767676767,99,1773327.0,0.0,36563445.0,19.0,6610123.0,41400241.0,,Other,12,2,2026-04-14T11:27:09.407,2026-04-14T14:55:28.34,2026-04-15T09:02:10.723,,2026-04-14T12:23:00,7102,SERVICIO DE SALUD ARAUCANIA SUR,61.607.400-8,2171,Dirección Servicio Salud Araucanía Sur,HOSPITALES Y CLINICAS,Sin dirección Registrada para Unidad de Compra,Temuco,Región de la Araucanía ,Other,Catalina Zapata Briones,Profesional Subdepto Licitaciones DSSAS,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETA,27623,EDENRED CHILE S.A.,96.781.350-8,"Avenida Andres Bello # 2687, piso 13.",Las Condes,Región Metropolitana de Santiago,CL,YASMIN GUERRA,ADMINISTRATIVA MERCADO PUBLICO,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 93131600, 'Categoria': 'Organizaciones y consultorías políticas, demográficas, económicas, sociales y de administración pública / Ayuda y asistencia humanitaria / Política, planificación y programas de alimentación y nutrición', 'CodigoProducto': 93131608, 'Producto': 'Servicios de suministro de alimentos', 'EspecificacionComprador': 'SUMINISTRO DE TARJETAS DE ALIMENTACIÓN PARA FUNCIONARIOS DEL SERVICIO DE SALUD ARAUCANÍA SUR\r\n\r\nMARZO 2026', 'EspecificacionProveedor': 'SUMINISTRO DE TARJETAS DE ALIMENTACIÓN PARA FUNCIONARIOS DEL SERVICIO DE SALUD ARAUCANÍA SUR\r\n\r\nMARZO  2026', 'Cantidad': 9669.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 3781.5126, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 36563445.3294}]",ALIMENTACION,2026-04-15T13:34:45.074458,,,,,,,,,,,,,,,,
2138-150-CM26,"COMPRA RECARGA TARJETA EDENRED, MARZO 2026 - Orden de Compra: 2138-150-CM26",12,27693,2026-04-15,"COMPRA RECARGA TARJETA EDENRED, MARZO 2026 - Orden de Compra: 2138-150-CM26",12,Recepción Conforme,,"Orden de Compra codigo: 2138-150-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA

REQUERIMIENTO N 248/2026
FORMA DE PAGO: CRÉDITO",9,CM,CLP,7,Recepción Conforme,1,4.767676767676767,99,663423.0,0.0,13268466.0,19.0,2394958.0,15000001.0,290,CL,12,2,2026-03-19T12:06:52.207,2026-03-20T16:09:25.083,2026-03-23T16:32:56.72,,2026-03-20T09:53:00,16223,SERVICIO DE SALUD CHILOE,61.978.730-7,3133,Hospital de Queilen,,Rene Cárcamo N°331,Queilén,Región de los Lagos ,CL,Fabián Esteban Díaz Márquez,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 13268466.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 13268466.0}]",ALIMENTACION,2026-04-15T13:34:45.074458,,,,,,,,,,,,,,,,
2436-417-CM26,"ADQUISICIÓN DE TICKETS PARA VESTUARIO DE PERSONAL PLANTA Y CONTRATA, Orden de Compra: 2436-417-CM26",6,27693,2026-04-15,"ADQUISICIÓN DE TICKETS PARA VESTUARIO DE PERSONAL PLANTA Y CONTRATA, Orden de Compra: 2436-417-CM26",4,Enviada a proveedor,,"GESTION DE PERSONAS, REQUIERE LA ADQUISICIÓN DE 20 TICKETS PARA VESTUARIO DE PERSONAL PLANTA Y CONTRATA CORRESPONDIENTE AL JARDIN INSTITUCIONAL PERSONITAS, SEGÚN SPN° 341215 Orden de Compra codigo: 2436-417-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA",9,CM,CLP,1,Nueva orden de compra,1,4.767676767676767,99,74933.0,0.0,624441.0,0.0,0.0,549508.0,2152202002001,CL,12,2,2026-04-15T09:12:45,2026-04-15T09:17:21.497,,,2026-04-15T09:16:00,87838,I MUNICIPALIDAD DE CURICO,69.100.100-8,3428,IMUNI_CURICOADQUISICIONES,GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA,Estado  279,Curicó,Región del Maule ,CL,Maite Rocio Franco Gallegos,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'VESTUARIO Y CALZADO -  ', 'EspecificacionComprador': '(1964922) VESTUARIO Y CALZADO -  ', 'EspecificacionProveedor': '(1964922) VESTUARIO Y CALZADO -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 12,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 624441.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 624441.0}]",VESTUARIO_Y_CALZADO,2026-04-15T13:34:45.074458,,,,,,,,,,,,,,,,
1289422-58-CM26,OC ( “GiftCard Vestuario  funcionarios – Temporada INV): 1289422-58-CM26,6,27693,2026-04-15,OC ( “GiftCard Vestuario  funcionarios – Temporada INV): 1289422-58-CM26,6,Aceptada,," 1289422-58-CM26  a EDENRED CHILE SOCIEDAD ANONIMA
El proveedor tiene la obligación de dar aviso a la Corporación de su intención de ceder la factura de acuerdo a la Ley №19.983/ 2004, artículo 7
ENVIAR FACTURA A: facturas@cclb.cl C/C : bfrias@cclb.cl
",9,CM,CLP,4,Aceptada,1,4.767676767676767,99,1160400.0,0.0,9670000.0,0.0,0.0,8509600.0,,CL,12,2,2026-04-14T16:26:52.567,2026-04-14T17:37:32.2,2026-04-15T14:40:15.89,,2026-04-14T17:04:00,1874800,CORPORACION CULTURAL DE LO BARNECHEA,73.060.100-K,1289422,CORPORACION CULTURAL DE LO BARNECHEA,,Avenida Lo Barnechea 1.200,Lo Barnechea,Región Metropolitana de Santiago,CL,Ilse  saldes,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'VESTUARIO Y CALZADO -  ', 'EspecificacionComprador': '(1964922) VESTUARIO Y CALZADO -  ', 'EspecificacionProveedor': '(1964922) VESTUARIO Y CALZADO -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 12,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 9670000.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 9670000.0}]",VESTUARIO_Y_CALZADO,2026-04-15T19:32:09.010974,,,,,,,,,,,,,,,,
2202-416-CM26,Orden de Compra: 2202-416-CM26,12,27693,2026-04-15,Orden de Compra: 2202-416-CM26,12,Recepción Conforme,,Orden de Compra codigo: 2202-416-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,7,Recepción Conforme,1,4.767676767676767,99,882353.0,0.0,17647059.0,19.0,3185294.0,19950000.0,,CL,12,2,2026-04-09T12:48:53.02,2026-04-09T12:53:50.433,2026-04-09T14:39:22.277,,2026-04-09T12:53:00,7433,SERVICIO SALUD ARAUCANIA NORTE HOSPITAL CURACAUTIN,61.602.241-5,3197,SERVICIO SALUD ARAUCANIA NORTE HOSPITAL CURACAUTIN,salud,Serrano N° 350,Curacautín,Región de la Araucanía ,CL,JOHANA FERNANDA SAAVEDRA NOYAN,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 17647059.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 17647059.0}]",ALIMENTACION,2026-04-15T16:24:16.424047,,,,,,,,,,,,,,,,
3849-3-CM26,RECARGA ALIMENTACION FISCAL MES ENERO Y FEBRERO,12,27693,2026-04-15,RECARGA ALIMENTACION FISCAL MES ENERO Y FEBRERO,12,Recepción Conforme,,Orden de Compra codigo: 3849-3-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,7,Recepción Conforme,1,4.767676767676767,99,132647.0,0.0,2652941.0,19.0,478856.0,2999150.0,,CL,12,2,2026-03-05T17:33:57.6,2026-03-06T12:17:45.383,2026-04-15T17:21:42.38,,2026-04-15T17:22:00,113812,DIRECCION DE LOGISTICA DE CARABINEROS,60.505.000-K,4769,Depto.Comunicaciones,,Av.Lib.B.O'higgins Nº 1196,Santiago,Región Metropolitana de Santiago,CL,Noemi Paola Cea Rojas,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,"Avenida Andres Bello # 2687, piso 13.",,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 2652941.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 2652941.0}]",ALIMENTACION,2026-04-15T22:17:01.855395,,,,,,,,,,,,,,,,
1079969-62-CM26,BENEFICIO RECARGA TARJETA DE ALIMENTACIÓN MARZO POR UN MONTO DE $594.000.- PARA DPTO. DE EVENTOS MASIVOS Y FUTBOL PROFESIONAL OS.13,12,27693,2026-04-15,BENEFICIO RECARGA TARJETA DE ALIMENTACIÓN MARZO POR UN MONTO DE $594.000.- PARA DPTO. DE EVENTOS MASIVOS Y FUTBOL PROFESIONAL OS.13,12,Recepción Conforme,,"TIPO DE RACION 	MONTO 
RACIONES OPERATIVAS 	 $ 396.000 
RACIONES ADMINISTRATIVAS 	 $ 198.000 
COLACIONES 	 $ - 
TOTAL	 $ 594.000 
",9,CM,CLP,7,Recepción Conforme,1,4.767676767676767,99,24958.0,0.0,499160.0,19.0,90098.0,564300.0,,CL,12,2,2026-04-02T11:08:03.243,2026-04-08T18:08:34.52,2026-04-09T17:04:01.85,,2026-04-08T18:08:00,113812,DIRECCION DE LOGISTICA DE CARABINEROS,61.944.800-6,1079969,SECCIÓN COMPRAS ZONA SEG PRIV CONTROL ARMAS Y EXPL,COMPRAS SECCIÓN SEG PRIV CONT ARMAS Y EXPLOSIVOS,PASEO HUERFANOS N° 540 SANTIAGO,Santiago,Región Metropolitana de Santiago,CL,Jessica Ulloa Pereira,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 499160.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 499160.0}]",ALIMENTACION,2026-04-15T15:28:29.714425,,,,,,,,,,,,,,,,
1622-456-CM26,BENEFICIO DE ALIMENTACIÓN MARZO 2026,12,27693,2026-04-15,BENEFICIO DE ALIMENTACIÓN MARZO 2026,12,Recepción Conforme,,"SERVICIO SOLICITANTE: GESTIÓN DE PERSONAS.
Orden de Compra código: 1622-456-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA",9,CM,CLP,7,Recepción Conforme,1,4.767676767676767,99,973021.0,0.0,19460416.0,19.0,3512605.0,22000000.0,912,CL,12,2,2026-04-06T08:47:17.12,2026-04-06T11:00:03.227,2026-04-06T14:58:41.993,,2026-04-06T08:50:00,7443,SERVICIO DE SALUD HOSPITAL DE SAN VICENTE DE TAGUA TAGUA,61.602.141-9,2618,Hospital de San Vicente de Tagua Tagua,HOSPITALES Y CLINICAS,Juan Bautista Pastene 1100 San Vicente de Tagua Tagua,San Vicente de Tagua Tagua,Región del Libertador General Bernardo O´Higgins,CL,Jose Rodrigo Alarcon Urra,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 19460416.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 19460416.0}]",ALIMENTACION,2026-04-15T19:32:09.010974,,,,,,,,,,,,,,,,
1624-66-CM26,Recarga Alimentación funcionarios mes de marzo 2026 solicitud Nº3: 1624-66-CM26,12,27693,2026-04-15,Recarga Alimentación funcionarios mes de marzo 2026 solicitud Nº3: 1624-66-CM26,12,Recepción Conforme,,Orden de Compra codigo: 1624-66-CM26 dirigida a EDENRED CHILE SOCIEDAD ANONIMA,9,CM,CLP,7,Recepción Conforme,1,4.767676767676767,99,412500.0,0.0,8250000.0,19.0,1489125.0,9326625.0,184,CL,12,2,2026-03-27T11:17:32.46,2026-03-30T10:53:25.813,2026-03-31T11:48:22.043,,2026-03-27T11:34:00,7445,SERVICIO DE SALUD HOSPITAL DE NANCAGUA,61.602.147-8,2620,Hospital de Nancagua,-,18 de Septiembre  464,Nancagua,Región del Libertador General Bernardo O´Higgins,CL,Maria Angelica Cornejo Ayala,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'ALIMENTACIÓN -  ', 'EspecificacionComprador': '(1964920) ALIMENTACIÓN -  ', 'EspecificacionProveedor': '(1964920) ALIMENTACIÓN -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,0%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 8250000.0, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 8250000.0}]",ALIMENTACION,2026-04-15T13:34:45.074458,,,,,,,,,,,,,,,,
3349-107-CM26,Adquisición de tarjeta de supermercado para casino suboficiales f/i,4,27693,2026-04-16,Adquisición de tarjeta de supermercado para casino suboficiales f/i,4,Enviada a proveedor,,Adquisición de tarjeta de supermercado para casino suboficiales fondos internos 9/544500/1100035011/22-01-001 orden de compra sigle n° 335477 enviar factura a finanzas.cazadores@ejercito.cl ,9,CM,CLP,1,Nueva orden de compra,1,4.767676767676767,99,923567.0,0.0,15923566.0,0.0,0.0,14999999.0,9/544500/1100035011/fondos internos/22-01-001/oc sigle 335477,CL,12,2,2026-04-16T09:59:02.06,2026-04-16T15:37:37.033,,,2026-04-16T10:06:00,111870,DIVISION LOGISTICA DEL EJERCITO,65.283.230-K,4270,2da Brigada Acorazada Cazadores - 2DA BRIACO,,Panamericana Norte S/N,Pozo Almonte,Región de Tarapacá  ,CL,Daniel Ricardo Sanhueza Higuera,,,,27693,EDENRED CHILE SOCIEDAD ANONIMA,"RESTAURANTES| OTROS TIPOS DE INTERMEDIACION MONETARIA N.C.P.| SOCIEDADES DE INVERSION Y RENTISTAS DE CAPITALES MOBILIARIOS EN GENERA| COMPRA, VENTA Y ALQUILER (EXCEPTO AMOBLADOS) DE INMUEBLES PROPIOS O AR| OTRAS ACTIVIDADES EMPRESARIALES N.C.P.",27623,EDENRED CHILE S.A.,96.781.350-8,AV ANDRES BELLO N° 2687,,,CL,,Contacto,,,1,"[{'Correlativo': 1, 'CodigoCategoria': 0, 'Categoria': '', 'CodigoProducto': 0, 'Producto': 'SUPERMERCADO -  ', 'EspecificacionComprador': '(1964921) SUPERMERCADO -  ', 'EspecificacionProveedor': '(1964921) SUPERMERCADO -   ; Región Metropolitana de Santiago; Santiago; Direccion no aplica a productos virtuales; DESCUENTO 5,8%', 'Cantidad': 1.0, 'Unidad': None, 'Moneda': 'CLP', 'PrecioNeto': 15923565.997877, 'TotalCargos': 0.0, 'TotalDescuentos': 0.0, 'TotalImpuestos': 0.0, 'Total': 15923565.997877}]",SUPERMERCADO,2026-04-16T20:17:31.751720,,,,,,,,,,,,,,,,
